experiment_label,tolerance,experiment_name,instance_name,termination_reason,iteration_count,solve_time_sec,cumulative_kkt_matrix_passes,primal_objective,dual_objective,relative_optimality_gap,l2_primal_residual,l_inf_primal_residual,l2_dual_residual,l_inf_dual_residual,relative_l2_primal_residual,relative_l_inf_primal_residual,relative_l2_dual_residual,relative_l_inf_dual_residual,l_inf_primal_variable,l2_primal_variable,l_inf_dual_variable
"1e-4,miplib_pdhg_enhanced_100k",1e-4,miplib_pdhg_enhanced_100k,2club200v15p5scn,TERMINATION_REASON_OPTIMAL,2840,2.550055747,3013.5,-121.22110803368508,-121.24307784915946,9.023838719732712e-5,0.0014100961983568106,0.0005848639814463041,0.0,0.0,1.0738585610526611e-5,0.00029243199072315207,0.0,0.0,1.0000000000000013,9.225626587070602,2.0249151706320734
"1e-4,miplib_pdhg_enhanced_100k",1e-4,miplib_pdhg_enhanced_100k,30n20b8,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,94920,80.071654055,100013.5,1.566407576924548,1.5494832277593673,0.004111952908449531,0.003054322324332177,0.002103341400652381,0.0,0.0,6.5208269206498874e-6,9.737691669686949e-6,0.0,0.0,211.59566680037625,1207.2256223871746,7.8100427547794355
"1e-4,miplib_pdhg_enhanced_100k",1e-4,miplib_pdhg_enhanced_100k,academictimetablebig,TERMINATION_REASON_OPTIMAL,1640,33.630640765,1761.5,25.44440405487891,25.439956973104245,8.571141065543364e-5,8.467976158537774e-5,4.892859345384526e-5,0.0,0.0,1.2628223807460114e-7,1.3979598129670074e-6,0.0,0.0,29.52611694282777,68.73459444407038,713.2601061373072
"1e-4,miplib_pdhg_enhanced_100k",1e-4,miplib_pdhg_enhanced_100k,academictimetablesmall,TERMINATION_REASON_OPTIMAL,1160,3.341392805,1246.5,1.7763568394002505e-15,-1.618074471210207e-5,1.618048290161525e-5,4.411188992031158e-6,3.551194703632632e-6,0.0,0.0,2.148949501734386e-8,1.3152572976417156e-7,0.0,0.0,12.182406988709047,17.53154819701371,52.68693186836517
"1e-4,miplib_pdhg_enhanced_100k",1e-4,miplib_pdhg_enhanced_100k,adult-max5features,TERMINATION_REASON_OPTIMAL,24040,144.715336216,25267.5,0.08131607786323442,0.08120200256194807,9.812776524269285e-5,8.018081473522502e-7,6.524898241871448e-7,0.0,0.0,1.3356223281317096e-7,1.0874830403119079e-7,0.0,0.0,0.0023556583462895427,0.006545162983887156,0.006666620009591051
"1e-4,miplib_pdhg_enhanced_100k",1e-4,miplib_pdhg_enhanced_100k,adult-regularized,TERMINATION_REASON_OPTIMAL,2800,18.52317808,2977.5,0.07768396142052215,0.07765204351586305,2.7626512566672228e-5,1.3401367280923236e-9,9.948034960790503e-11,0.0,0.0,1.1352793517886472e-9,9.938096863926577e-11,0.0,0.0,0.0010000002593152342,0.0013305522434603418,9.943001633281629
"1e-4,miplib_pdhg_enhanced_100k",1e-4,miplib_pdhg_enhanced_100k,allcolor58,TERMINATION_REASON_OPTIMAL,520,7.541775855,579.5,41.99999999999636,41.991716096321184,9.746718922335959e-5,0.0001931757880231615,6.0198107056930183e-5,0.0,0.0,7.319477067269546e-8,5.016508921410849e-6,0.0,0.0,0.7400240349116275,11.418896395285644,10.000000000000007
"1e-4,miplib_pdhg_enhanced_100k",1e-4,miplib_pdhg_enhanced_100k,app1-2,TERMINATION_REASON_OPTIMAL,1720,5.822128852,1883.5,-264.75939006930105,-264.81170989187876,9.861038903465178e-5,0.010613172994454863,0.0033744445638712595,0.0,0.0,9.125478068524562e-5,0.0016872222819356297,0.0,0.0,1.0000000000000007,49.02082351871698,1.3449056257985421
"1e-4,miplib_pdhg_enhanced_100k",1e-4,miplib_pdhg_enhanced_100k,atlanta-ip,TERMINATION_REASON_OPTIMAL,23080,46.088073883,24260.5,81.24532760253007,81.22900314202616,9.98594729188288e-5,0.0014058555264464593,0.000702326558647659,0.0,0.0,2.8708022359648636e-6,2.7901102758924958e-5,0.0,0.0,21.15105308343896,113.00390436416633,112.48070232832318
"1e-4,miplib_pdhg_enhanced_100k",1e-4,miplib_pdhg_enhanced_100k,bab1,TERMINATION_REASON_OPTIMAL,2720,2.494418339,2972.5,-286908.90232925536,-286925.46695762535,2.8866516873254213e-5,0.014988997614921997,0.010440846743030363,0.0,0.0,8.628998513624417e-5,0.0006960564495353575,0.0,0.0,45.10000000000004,141.51915297892353,5824.761184961028
"1e-4,miplib_pdhg_enhanced_100k",1e-4,miplib_pdhg_enhanced_100k,bab2,TERMINATION_REASON_OPTIMAL,30600,377.342837956,32338.5,-432168.0333362755,-432253.191812666,9.851490847063039e-5,0.0049885871121789676,0.0030865899658039098,0.0,0.0,4.07728426058255e-5,0.00034295444064487884,0.0,0.0,45.11352999999977,355.66168011187006,5739.704834910827
"1e-4,miplib_pdhg_enhanced_100k",1e-4,miplib_pdhg_enhanced_100k,bab3,TERMINATION_REASON_OPTIMAL,55640,1719.286449141,58637.5,-733079.0957782492,-733225.6596441518,9.995450495956072e-5,0.00947711631775423,0.0030555842308714887,0.0,0.0,7.748992068542988e-5,0.00033950935898572097,0.0,0.0,45.11353000000001,352.2201374608909,11834.670932759262
"1e-4,miplib_pdhg_enhanced_100k",1e-4,miplib_pdhg_enhanced_100k,bab5,TERMINATION_REASON_OPTIMAL,13800,21.280080082,14547.5,-124647.43630156903,-124658.02125849127,4.245761231308527e-5,0.0033315468038280028,0.0010523659808328034,0.0,0.0,9.918759479227312e-5,0.00015033799726182906,0.0,0.0,45.0999999999999,184.16635379553458,5049.970783137952
"1e-4,miplib_pdhg_enhanced_100k",1e-4,miplib_pdhg_enhanced_100k,bab6,TERMINATION_REASON_OPTIMAL,29440,222.632666461,30955.5,-321735.4135456939,-321723.16819962964,1.9030482118329054e-5,0.013367922581269764,0.006261007906857685,0.0,0.0,9.8740947412141e-5,0.0008944297009796694,0.0,0.0,45.11352999999997,317.77335903276503,4838.105733772861
"1e-4,miplib_pdhg_enhanced_100k",1e-4,miplib_pdhg_enhanced_100k,blp-ar98,TERMINATION_REASON_OPTIMAL,6600,8.370030739,7016.5,5891.102888961194,5891.115520751693,1.0720153068139818e-6,0.011347459351394303,0.00508571389273893,0.0,0.0,9.842985398750189e-5,0.00015411254220421,0.0,0.0,8.00000000000001,32.389741906583836,70.12756111008835
"1e-4,miplib_pdhg_enhanced_100k",1e-4,miplib_pdhg_enhanced_100k,blp-ic97,TERMINATION_REASON_OPTIMAL,9920,7.376249958,10488.5,3846.289964279948,3845.8373776378107,5.882999488013501e-5,0.009005186341671474,0.005857651434943989,0.0,0.0,9.662689397467903e-5,0.00014286954719375583,0.0,0.0,3.2826987367585048,13.721684136817757,45.72951304129345
"1e-4,miplib_pdhg_enhanced_100k",1e-4,miplib_pdhg_enhanced_100k,blp-ic98,TERMINATION_REASON_OPTIMAL,6840,7.850585756,7286.5,4331.186061780811,4331.098939723847,1.005646898933246e-5,0.009453806284022521,0.008544324338359388,0.0,0.0,9.689134307277252e-5,0.00025891891934422387,0.0,0.0,6.08557362991463,18.79966225564536,44.21638493738538
"1e-4,miplib_pdhg_enhanced_100k",1e-4,miplib_pdhg_enhanced_100k,bppc6-02,TERMINATION_REASON_OPTIMAL,5320,8.228817186,5642.5,108.34006555453585,108.33953373905213,2.4431112766255463e-6,2.7738123846139685e-6,1.343461718983363e-6,0.0,0.0,5.06897563844278e-7,6.717308594916815e-7,0.0,0.0,108.34006555453585,108.34586920472593,19.43999095965413
"1e-4,miplib_pdhg_enhanced_100k",1e-4,miplib_pdhg_enhanced_100k,bppc6-06,TERMINATION_REASON_OPTIMAL,4080,6.01296278,4340.5,200.6373427905004,200.63126979259485,1.5096872377304312e-5,9.79774938510868e-5,5.5802368101653954e-5,0.0,0.0,1.7904798904268877e-5,2.7901184050826977e-5,0.0,0.0,200.6373427905004,200.64057102300418,31.0399270437519
"1e-4,miplib_pdhg_enhanced_100k",1e-4,miplib_pdhg_enhanced_100k,brazil3,TERMINATION_REASON_OPTIMAL,1920,1.986252711,2038.5,1.9999716390981774,1.9995183061959487,9.067583037253993e-5,1.1709399495003368e-5,1.9431611911757685e-6,0.0,0.0,1.4894720027326718e-7,1.2144757444848553e-7,0.0,0.0,0.9999999999999991,15.19417281797434,8.538663106305366
"1e-4,miplib_pdhg_enhanced_100k",1e-4,miplib_pdhg_enhanced_100k,buildingenergy,TERMINATION_REASON_OPTIMAL,11280,244.002660914,12031.5,33246.76123241331,33240.24052960166,9.807337623093622e-5,0.057503665148632324,0.03470506597346912,0.01299676973019528,0.010220423538873646,8.803668978336255e-6,0.00018420850193719309,1.7550178517413336e-6,1.5483144279463181e-6,174.8817923526517,6714.012869445964,73.50781733797845
"1e-4,miplib_pdhg_enhanced_100k",1e-4,miplib_pdhg_enhanced_100k,cdc7-4-3-2,TERMINATION_REASON_OPTIMAL,79,0.925636798,108.5,-380.99999999999983,-381.00000000000193,2.756496065334065e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032258064516129045,3.5057556361853246,0.14285714285714285
"1e-4,miplib_pdhg_enhanced_100k",1e-4,miplib_pdhg_enhanced_100k,chromaticindex1024-7,TERMINATION_REASON_OPTIMAL,160,2.271881916,190.5,2.9999612169459695,2.999896843133118,9.196445456306356e-6,0.0013659110518160192,9.029460767084885e-6,0.0,0.0,9.987590458321867e-6,4.514730383542442e-6,0.0,0.0,0.7499903042365,67.89641197015894,0.00017313547251704902
"1e-4,miplib_pdhg_enhanced_100k",1e-4,miplib_pdhg_enhanced_100k,chromaticindex512-7,TERMINATION_REASON_OPTIMAL,160,1.047473699,190.5,2.9999688399016162,2.99992738503804,5.922211164845264e-6,0.0008931585605362438,9.206800489769407e-6,0.0,0.0,9.208314657829774e-6,4.603400244884703e-6,0.0,0.0,0.7499922099754057,48.02038757274096,0.00034631978255893013
"1e-4,miplib_pdhg_enhanced_100k",1e-4,miplib_pdhg_enhanced_100k,ci-s4,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95160,14.983708796,100025.5,5.020810341380638,4.591874107666968,0.040417317199341024,0.0927184981276661,0.08269700090804877,0.0,0.0,3.639356594429066e-8,9.188545446954922e-8,0.0,0.0,1.2383584403522438e6,8.162358394845998e6,2.2919603035033798
"1e-4,miplib_pdhg_enhanced_100k",1e-4,miplib_pdhg_enhanced_100k,circ10-3,TERMINATION_REASON_OPTIMAL,240,1.148807369,288.5,139.9450704668572,139.93725369200368,2.7829358351159948e-5,0.013348660049879404,0.002453944774935657,0.0,0.0,4.540786510144444e-6,7.436196287683809e-5,0.0,0.0,1.0,11.518856690566027,1.2873838274185425
"1e-4,miplib_pdhg_enhanced_100k",1e-4,miplib_pdhg_enhanced_100k,cmflsp40-24-10-7,TERMINATION_REASON_OPTIMAL,6360,6.689708012,6723.5,5.040805494828959e7,5.0399978273039654e7,8.011936064740077e-5,0.5212519716546319,0.35299521285355695,0.0,0.0,9.058644761551802e-5,0.0002955542452828375,0.0,0.0,1.0000000000000002,13.920579184467304,782999.4268412503
"1e-4,miplib_pdhg_enhanced_100k",1e-4,miplib_pdhg_enhanced_100k,cmflsp40-36-2-10,TERMINATION_REASON_OPTIMAL,2360,6.634770181,2531.5,6.1739051619576186e7,6.1731997573036514e7,5.713117794549838e-5,0.7239166085420545,0.3492624215109572,0.0,0.0,9.484914718394644e-5,0.00027182916544289437,0.0,0.0,1.0000000000000002,12.943477425470768,539617.8135938174
"1e-4,miplib_pdhg_enhanced_100k",1e-4,miplib_pdhg_enhanced_100k,cmflsp50-24-8-8,TERMINATION_REASON_OPTIMAL,4640,6.109112484,4944.5,5.464159784302771e7,5.463079558364061e7,9.885625224719998e-5,0.07795840731410007,0.07651476042019567,0.0,0.0,9.37959575637604e-6,4.440271612128347e-5,0.0,0.0,1.0000000000000029,15.119644787972979,707352.3803322348
